time,x,y
7.1900,9.1678,6.7823
7.2000,9.1671,6.8175
7.2100,9.1662,6.8529
7.2200,9.1650,6.8883
7.2300,9.1635,6.9237
7.2400,9.1619,6.9591
7.2500,9.1600,6.9946
7.2600,9.1578,7.0301
7.2700,9.1554,7.0657
7.2800,9.1527,7.1013
7.2900,9.1498,7.1369
7.3000,9.1467,7.1725
7.3100,9.1433,7.2082
7.3200,9.1397,7.2439
7.3300,9.1358,7.2796
7.3400,9.1316,7.3153
7.3500,9.1272,7.3511
7.3600,9.1225,7.3869
7.3700,9.1176,7.4226
7.3800,9.1124,7.4584
7.3900,9.1070,7.4942
7.4000,9.1013,7.5300
7.4100,9.0953,7.5659
7.4200,9.0891,7.6017
7.4300,9.0826,7.6375
7.4400,9.0759,7.6733
7.4500,9.0689,7.7091
7.4600,9.0616,7.7450
7.4700,9.0540,7.7808
7.4800,9.0462,7.8166
7.4900,9.0381,7.8524
7.5000,9.0298,7.8881
7.5100,9.0211,7.9239
7.5200,9.0122,7.9596
7.5300,9.0030,7.9954
7.5400,8.9936,8.0311
7.5500,8.9839,8.0667
7.5600,8.9739,8.1024
7.5700,8.9636,8.1380
7.5800,8.9530,8.1736
7.5900,8.9422,8.2092
7.6000,8.9311,8.2447
7.6100,8.9196,8.2801
7.6200,8.9080,8.3156
7.6300,8.8960,8.3510
7.6400,8.8837,8.3863
7.6500,8.8712,8.4216
7.6600,8.8584,8.4569
7.6700,8.8453,8.4921
7.6800,8.8319,8.5272
7.6900,8.8182,8.5623
7.7000,8.8043,8.5973
7.7100,8.7900,8.6323
7.7200,8.7755,8.6671
7.7300,8.7607,8.7020
7.7400,8.7455,8.7367
7.7500,8.7301,8.7714
7.7600,8.7144,8.8060
7.7700,8.6984,8.8405
7.7800,8.6822,8.8749
7.7900,8.6656,8.9092
7.8000,8.6487,8.9435
7.8100,8.6316,8.9776
7.8200,8.6141,9.0117
7.8300,8.5964,9.0457
7.8400,8.5783,9.0795
7.8500,8.5600,9.1133
7.8600,8.5414,9.1469
7.8700,8.5225,9.1805
7.8800,8.5033,9.2139
7.8900,8.4838,9.2472
7.9000,8.4640,9.2804
7.9100,8.4439,9.3135
7.9200,8.4235,9.3465
7.9300,8.4028,9.3793
7.9400,8.3818,9.4120
7.9500,8.3605,9.4446
7.9600,8.3390,9.4770
7.9700,8.3171,9.5093
7.9800,8.2950,9.5414
7.9900,8.2725,9.5734
8.0000,8.2498,9.6052
